   0.00000000       1.00000000      0.600000024    
  0.100000001       1.13999999      0.676800013    
  0.200000003       1.29084480      0.783848763    
  0.300000012       1.44783103      0.932439983    
  0.400000006       1.60239565       1.13802350    
  0.500000000       1.74051833       1.42037129    
  0.600000024       1.84140372       1.80142963    
  0.699999988       1.87796855       2.29789233    
  0.800000012       1.82202530       2.90546679    
  0.900000036       1.65704691       3.57781911    
   1.00000000       1.39559484       4.21867466    
   1.10000002       1.08595777       4.71306753    
   1.20000005      0.791330099       4.98767900    
   1.30000007      0.554906070       5.04244995    
   1.39999998      0.386078656       4.92756128    
   1.50000000      0.273051769       4.70390081    
   1.60000002      0.199221283       4.42093420    
   1.70000005      0.150991127       4.11234522    
   1.80000007      0.119096592       3.79906392    
   1.89999998       9.76703539E-02   3.49336863    
   2.00000000       8.30845684E-02   3.20208073    
   2.10000014       7.30971321E-02   2.92868519    
   2.20000005       6.63087070E-02   2.67465615    
   2.29999995       6.18351474E-02   2.44026804    
   2.40000010       5.91127425E-02   2.22509146    
   2.50000000       5.77821657E-02   2.02829647    
   2.60000014       5.76186627E-02   1.84884036    
   2.70000005       5.84896244E-02   1.68558395    
   2.79999995       6.03286326E-02   1.53736329    
   2.90000010       6.31196573E-02   1.40303457    
   3.00000000       6.68876842E-02   1.28150022    
   3.10000014       7.16935620E-02   1.17172527    
   3.20000005       7.76317567E-02   1.07274532    
   3.29999995       8.48301947E-02  0.983671010    
   3.40000010       9.34517309E-02  0.903689086    
   3.50000000      0.103696942      0.832062125    
   3.60000014      0.115808100      0.768127799    
   3.70000005      0.130074173      0.711297750    
   3.79999995      0.146836862      0.661056936    
   3.90000010      0.166497484      0.616964102    
   4.00000000      0.189524680      0.578653693    
   4.09999990      0.216462702      0.545839727    
   4.20000029      0.247939855      0.518322825    
   4.30000019      0.284676552      0.496001422    
   4.40000010      0.327491879      0.478888571    
   4.50000000      0.377307057      0.467137337    
   4.59999990      0.435143054      0.461077929    
   4.70000029      0.502108157      0.461272329    
   4.80000019      0.579368949      0.468594462    
   4.90000010      0.668093801      0.484348029    
   5.00000000      0.769353569      0.510440230    
   5.09999990      0.883953393      0.549637258    
   5.20000029       1.01215863      0.605937541    
   5.30000019       1.15325987      0.685104489    
   5.40000010       1.30490148      0.795392811    
   5.50000000       1.46209085      0.948440850    
   5.59999990       1.61583829       1.16010213    
   5.70000029       1.75155222       1.45048785    
   5.80000019       1.84780216       1.84148204    
   5.90000010       1.87709320       2.34866047    
   6.00000000       1.81164634       2.96478271    
   6.09999990       1.63686180       3.63889241    
   6.20000029       1.36859775       4.27103901    
   6.30000019       1.05778384       4.74750233    
   6.40000010      0.767157495       5.00116825    
   6.50000000      0.536920607       5.03809738    
   6.59999990      0.373798907       4.91093493    
   6.70000029      0.264988482       4.68010950    
   6.80000019      0.193968654       4.39365768    
   6.90000010      0.147539198       4.08393908    
   7.00000000      0.116792932       3.77094030    
   7.09999990       9.61095989E-02   3.46633101    
   7.20000029       8.20167512E-02   3.17655730    
   7.30000019       7.23670125E-02   2.90487719    
   7.40000010       6.58186898E-02   2.65262842    
   7.50000000       6.15231767E-02   2.42000532    
   7.59999990       5.89391701E-02   2.20653152    
   7.70000029       5.77218905E-02   2.01135135    
   7.80000019       5.76563701E-02   1.83340967    
   7.90000010       5.86168692E-02   1.67156243    
   8.00000000       6.05420657E-02   1.52464616    
   8.10000038       6.34199530E-02   1.39152014    
   8.19999981       6.72789291E-02   1.27109218    
   8.30000019       7.21829459E-02   1.16233325    
   8.40000057       7.82294720E-02   1.06428564    
   8.50000000       8.55495185E-02  0.976066887    
   8.60000038       9.43092182E-02  0.896870613    
   8.69999981      0.104712747      0.825966299    
   8.80000019      0.117006376      0.762698352    
   8.90000057      0.131483600      0.706484973    
   9.00000000      0.148491204      0.656817853    
   9.10000038      0.168436274      0.613262475    
   9.19999981      0.191793963      0.575460255    
   9.30000019      0.219115779      0.543132722    
   9.40000057      0.251038045      0.516088843    
   9.50000000      0.288289845      0.494236588    
   9.60000038      0.331699491      0.477600545    
   9.69999981      0.382197410      0.466348022    
   9.80000019      0.440813184      0.460827678    
   9.90000057      0.508661926      0.461625993    
   10.0000000      0.586913168      0.469650269    
   10.1000004      0.676731408      0.486250669    
   10.1999998      0.779171586      0.513400137    
   10.3000002      0.895003200      0.553959072    
   10.4000006       1.02442431      0.612061024    
   10.5000000       1.16660821      0.693661988    
   10.6000004       1.31900668      0.807284772    
   10.6999998       1.47632658      0.964919508    
   10.8000002       1.62913823       1.18282497    
   10.9000006       1.76226735       1.48143327    
   11.0000000       1.85365272       1.88250256    
   11.1000004       1.87543261       2.40035367    
