         1         2           1.3243606
         2         4           1.5124367
         3         8           1.6131260
         4        16           1.6651448
         5        32           1.6915735
         6        64           1.7048927
         7       128           1.7115785
         8       256           1.7149280
         9       512           1.7166044
        10      1024           1.7174430
        11      2048           1.7178624
        12      4096           1.7180721
        13      8192           1.7181770
        14     16384           1.7182294
        15     32768           1.7182556
        16     65536           1.7182687
        17    131072           1.7182753
