         1         2         -34.4226543
         2         4         -17.2113272
         3         8          -8.6056636
         4        16          -4.3028318
         5        32          -2.1514159
         6        64          -1.0757079
         7       128          -0.5378540
         8       256          -0.2689270
         9       512          -0.1344635
        10      1024          -0.0672317
        11      2048          -0.0336159
        12      4096          -0.0168079
        13      8192          -0.0084040
        14     16384          -0.0042020
        15     32768          -0.0021010
        16     65536          -0.0010505
        17    131072          -0.0005252
        18    262144          -0.0002626
        19    524288          -0.0001313
        20   1048576          -0.0000657
