 step    root value
 ------------------
  1      0.0000000
  2      1.0000000
  3      0.5000000
  4      0.7500000
  5      0.6250000
  6      0.6875000
  7      0.6562500
  8      0.6718750
  9      0.6640625
 10      0.6601562
 11      0.6621094
 12      0.6611328
 13      0.6616211
 14      0.6613770
 15      0.6612549
 16      0.6613159
 17      0.6612854
 18      0.6613007
 19      0.6613083
 20      0.6613121
 21      0.6613140
 22      0.6613131
